weblink, image_name
https://loo2n7.axshare.com/index.html, screenshot_index.png
https://loo2n7.axshare.com/about_company.html, screenshot_about_company.png
https://loo2n7.axshare.com/ecosystem_domido.html, screenshot_ecosystem_domido.png
https://loo2n7.axshare.com/technology.html, screenshot_technology.png
https://loo2n7.axshare.com/services.html, screenshot_services.png
https://loo2n7.axshare.com/press-center.html, screenshot_press-center.png
https://loo2n7.axshare.com/article.html, screenshot_article.png
https://loo2n7.axshare.com/investors.html, screenshot_investors.png
https://loo2n7.axshare.com/3d_editor_main.html, screenshot_3d_editor_main.png
